Squat,Bench,Deadlift,Total,Gender,Private
184,169,159,1218,Male,
425,320,495,2730,Male,
315,215,395,1985,Male,
475,315,475,2845,Male,
385,225,405,2235,Male,
295,295,316,2086,Male,
140,120,170,950,Male,
385,285,435,2445,Male,
225,125,275,1325,Female,
405,315,440,2600,Male,
255,225,350,1790,Male,
295,225,315,1875,Male,
325,275,0,1800,Male,
510,275,505,2860,Male,
275,255,335,1925,Male,
335,235,430,2140,Male,
505,345,550,3100,Male,
315,285,400,2200,Male,
315,275,375,2145,Male,
100,80,125,665,Female,
95,55,125,575,Female,
485.1,374.85,463.05,5115.3795,Male,
285,295,325,2065,Male,
161,85,215,953,Female,
315,245,375,2055,Male,
235,235,255,1665,Male,
374.85,198.45,429.975,3531.528,Male,
235,135,275,1385,Female,
495,385,475,3115,Male,
450,250,0,2100,Male,
625,450,725,3950,Male,
300,225,385,1960,Male,
95,75,145,655,Female,
385,305,385,2455,Male,
350,250,455,2255,Male,
375,245,400,2260,Male,
225,155,255,1395,Female,
405,365,465,2775,Male,
175,115,225,1095,Female,
600,415,625,3670,Male,
500,365,585,3180,Male,
300,207.5,330,1852.5,Female,
315,235,385,2035,Male,
385,255,455,2375,Male,
225,140,245,1340,Female,
500,300.9,501.5,2904.2,Male,
295,165,315,1695,Female,
425,315,585,2805,Male,
485.1,286.65,551.25,4726.4175,Male,
617.4,446.5125,749.7,6505.466625,Male,
325,255,420,2160,Male,
290,210,390,1890,Male,
265,155,275,1535,Female,
835,475,625,4555,Male,
0,283,0,849,Male,
315,225,405,2025,Male,
297.675,248.0625,352.8,3305.239875,Male,
446,305,507,2760,Male,
385,245,435,2325,Male,
455,230,405,2460,Female,
455,315,500,2810,Male,
565,405,635,3545,Male,
220,150,305,1415,Female,
225,155,275,1415,Male,
185,185,185,1295,Male,
360,315,455,2480,Male,
455,365,480,2940,Male,
425,335,495,2775,Male,
415,315,545,2735,Male,
195,135,255,1245,Female,
340,235,450,2175,Male,
345,240,430,2185,Male,
275,205,330,1770,Male,
280,150,315,1605,Female,
145,95,165,885,Female,
405,295,500,2600,Male,
210,145,265,1330,Female,
375,275,445,2395,Male,
300,225,350,1925,Male,
347.2875,242.55,463.05,3654.070875,Male,
295,235,350,1940,Male,
215,0,250,895,Female,
60,55,95,440,Female,
248,135,320,1469,Female,
335,275,405,2235,Male,
115,75,185,755,Female,
135,90,135,810,Female,
185,185,205,1315,Male,
340,215,415,2080,Male,
305,205,405,1935,Male,
255,205,315,1695,Male,
325,415,395,2615,Male,
286.65,242.55,352.8,3215.772,Male,
335,225,425,2105,Male,
470,440,515,3245,Male,
235,165,303,1503,Female,
462,0,0,1386,Male,
405,315,495,2655,Male,
302,225,295,1876,Male,
255,225,295,1735,Male,
512,316,575,3059,Male,
225,155,315,1455,Male,
495,295,535,2905,Male,
361,225,414,2172,Male,
295,225,365,1925,Male,
546,348,584,3266,Male,
440,210,560,2510,Male,
445.41,286.65,465.255,4425.6996,Male,
295,205,345,1845,Male,
95,65,135,615,Female,
449,405,500,3062,Male,
455,380,555,3060,Male,
425,225,390,2340,Male,
155,100,230,995,Female,
468,298,545,2843,Male,
447,290,547,2758,Male,
447,255,515,2621,Male,
455,320,515,2840,Male,
305,275,395,2135,Male,
525,345,555,3165,Male,
200,110,245,1175,Female,
270.5,171.5,364,1690,Female,
350,275,405,2280,Male,
305,255,320,2000,Male,
125,85,155,785,Female,
485,355,515,3035,Male,
601,416,663,3714,Male,
415,240,485,2450,Male,
130,80,210,840,Female,
375,315,345,2415,Male,
335,190,385,1960,Male,
185,110,225,1110,Female,
348,302,225,2175,Male,
505,315,480,2940,Male,
295,205,425,1925,Male,
441,330.75,452.025,4627.1925,Male,
20,290,245,1175,Male,
250,185,300,1605,Male,
385,255,405,2325,Male,
468.5625,347.2875,523.6875,4937.436,Male,
155,95,225,975,Female,
335,225,405,2085,Male,
325,245,455,2165,Male,
385,275,455,2435,Male,
380,315,470,2555,Male,
385,360,505,2740,Male,
255,165,295,1555,Male,
135,65,145,745,Female,
300,250,365,2015,Male,
396.9,308.7,463.05,4280.346,Male,
565,340,525,3240,Male,
350,175,355,1930,Male,
325,265,440,2210,Male,
365,235,405,2205,Male,
375,275,365,2315,Male,
365,305,495,2505,Male,
452.025,319.725,452.025,4627.1925,Male,
405,295,435,2535,Male,
385,245,425,2315,Male,
315,275,365,2135,Male,
633.9375,374.85,595.35,6052.890375,Male,
455,340,620,3005,Male,
344,244,364,2128,Male,
405,360,405,2700,Male,
145,100,190,925,Female,
110.25,59.535,176.4,1094.93685,Female,
480,325,495,2910,Male,
135,185,215,1175,Male,
385,300,455,2510,Male,
402.4125,253.575,485.1,4033.992375,Male,
500,300,650,3050,Male,
415,325,485,2705,Male,
335,300,415,2320,Male,
140,70,180,810,Female,
500,285,510,2865,Male,
275,225,335,1835,Male,
245,192.5,255,1567.5,Male,
275,205,345,1785,Male,
315,205,405,1965,Male,
500,285,555,2910,Male,
355,260,435,2280,Male,
429.975,253.575,441,4139.0055,Male,
135,115,185,935,Female,
360,210,425,2135,Male,
290,225,315,1860,Male,
620,335,650,3515,Male,
140,100,180,900,Female,
165,99,209,1001,Female,
165,99,209,1001,Female,
355,285,465,2385,Male,
185,135,225,1185,Male,
415,320,440,2645,Male,
115,65,140,680,Female,
200,115,220,1165,Female,
275,215,295,1765,Female,
525,365,585,3255,Male,
360,245,411,2226,Male,
345,0,480,1515,Male,
285,255,300,1920,Male,
150,105,155,920,Female,
135,115,135,885,Female,
260,185,395,1730,Male,
220,200,280,1540,Male,
230,140,225,1335,Female,
500,375,525,3150,Male,
505,315,455,2915,Male,
65,55,135,495,Female,
465,320,605,2960,Male,
170,105,215,1040,Female,
420,275,530,2615,Male,
345,275,510,2370,Male,
300,200,340,1840,Female,
314,244,414,2088,Male,
145,100,175,910,Female,
135,75,145,775,Female,
45,320,135,1230,Male,
375,280,455,2420,Male,
315,295,365,2195,Male,
424.4625,281.1375,407.925,4225.221,Male,
405,290,565,2650,Male,
33,33,33,231,Female,
200,120,245,1205,Female,
330,210,405,2025,Male,
345,255,485,2285,Male,
266,310,394,2122,Male,
25,45,85,295,Female,
285,215,350,1850,Male,
475,355,565,3055,Male,
315,280,335,2120,Male,
355,200,365,2030,Female,
395,295,465,2535,Male,
305,225,375,1965,Male,
405,275,435,2475,Male,
365,265,425,2315,Male,
295,205,335,1835,Male,
242.55,181.9125,242.55,2538.892125,Male,
245,195,285,1605,Male,
405,315,505,2665,Male,
490,375,530,3125,Male,
305,205,365,1895,Male,
700,455,620,4085,Male,
405,365,455,2765,Male,
285,205,300,1770,Male,
245,160,340,1555,Male,
395,255,445,2395,Male,
325,225,425,2075,Male,
455,275,405,2595,Male,
385.875,242.55,418.95,3818.72925,Male,
441,220.5,562.275,4140.99,Male,
215,135,315,1365,Male,
405,275,485,2525,Male,
75,65,175,595,Female,
430,295,525,2700,Male,
285,270,375,2040,Male,
290,190,315,1755,Male,
455,205,675,2655,Male,
165.375,88.2,220.5,1592.34075,Female,
265,235,335,1835,Male,
425,295,445,2605,Male,
300,245,405,2040,Male,
135,125,185,965,Female,
330,235,335,2030,Male,
405,295,495,2595,Male,
445,270,535,2680,Male,
491,303,578,2960,Male,
335,315,365,2315,Male,
350,260,445,2275,Male,
455,300,565,2830,Male,
340,225,390,2085,Male,
45,40,0,255,Other,
350,285,435,2340,Male,
455,275,545,2735,Male,
355,225,350,2090,Male,
365,300,405,2400,Male,
300,185,365,1820,Male,
425,300,465,2640,Male,
495,305,565,2965,Male,
305,225,305,1895,Male,
475,305,585,2925,Male,
255,255,315,1845,Male,
85,65,145,595,Female,
385,215,440,2240,Male,
215,250,350,1745,Male,
135,135,295,1105,Male,
145,85,200,890,Female,
225,235,255,1635,Male,
315,235,355,2005,Male,
330,215,375,2010,Male,
275,225,315,1815,Male,
530,385,535,3280,Male,
290,155,365,1700,Male,
303.1875,192.9375,347.2875,3031.32375,Female,
285,165,325,1675,Female,
305,225,425,2015,Male,
205,205,255,1485,Male,
375,315,425,2495,Male,
145,125,235,1045,Female,
375,252,480,2361,Female,
325,270,390,2175,Male,
507.15,391.3875,606.375,5467.462875,Male,
209.475,132.3,246.96,2095.96275,Female,
225,185,315,1545,Male,
285,255,365,1985,Male,
235,235,295,1705,Male,
525,365,600,3270,Male,
540,215,515,2780,Male,
85,65,115,565,Female,
55,45,95,395,Female,
529.2,308.7,507.15,5040.189,Male,
525,425,495,3345,Male,
365,205,335,2045,Male,
505,295,480,2880,Male,
315,225,350,1970,Male,
405,245,540,2490,Male,
525,355,545,3185,Male,
320,173,330,1809,Female,
75,75,145,595,Female,
300,250,375,2025,Male,
345,205,385,2035,Male,
385,225,385,2215,Male,
480,325,465,2880,Male,
335,275,345,2175,Male,
240,160,325,1525,Male,
500,375,600,3225,Male,
455,345,445,2845,Male,
255,142.5,290,1482.5,Female,
335,215,365,2015,Male,
65,45,65,395,Female,
190,225,355,1600,Male,
330.75,220.5,374.85,3357.1125,Male,
285,210,375,1860,Male,
418.95,264.6,452.025,4150.0305,Male,
297.675,286.65,363.825,3525.02325,Male,
250,205,345,1710,Male,
305,245,305,1955,Male,
535,485,585,3645,Male,
370,285,445,2410,Male,
340,285,500,2375,Male,
100,95,145,730,Female,
270,260,340,1930,Male,
185,135,225,1185,Female,
405,290,425,2510,Male,
170,105,200,1025,Female,
450,275,475,2650,Male,
364,249,384,2223,Male,
296,196,386,1862,Male,
250,200,335,1685,Male,
385,215,440,2240,Male,
165,145,200,1130,Female,
425,300,455,2630,Male,
385,285,435,2445,Male,
282,242,367,1939,Male,
225,130,325,1390,Female,
315,225,355,1975,Male,
375,260,425,2330,Male,
243,276,265,1822,Male,
345,265,345,2175,Male,
390,265,475,2440,Male,
395,305,500,2600,Male,
300,255,415,2080,Male,
365,275,405,2325,Male,
315,225,355,1975,Male,
465,325,515,2885,Male,
420,305,429,2604,Male,
405,315,385,2545,Male,
345,285,425,2315,Male,
485,365,555,3105,Male,
425,325,445,2695,Male,
325,265,455,2225,Male,
350,160,315,1845,Female,
250,200,295,1645,Male,
320,240,410,2090,Male,
495,345,495,3015,Male,
325,275,375,2175,Male,
336.2625,209.475,518.175,3470.614875,Male,
235,185,300,1560,Male,
125,90,195,840,Female,
315,235,335,1985,Male,
485,315,505,2905,Male,
360,315,455,2480,Male,
445,305,455,2705,Male,
315,185,365,1865,Male,
630,440,675,3885,Male,
130,85,135,780,Female,
350,265,400,2245,Male,
320,205,390,1965,Male,
386,311,456,2547,Male,
405,255,445,2425,Male,
321.93,171.99,369.3375,3041.4447,Female,
315,320,345,2250,Male,
155,95,155,905,Female,
350,250,405,2205,Male,
385,295,385,2425,Male,
225,175,300,1500,Male,
325,265,445,2215,Male,
300,210,330,1860,Male,
500,500,350,3350,Male,
145,95,214,934,Female,
345,235,420,2160,Male,
550,300,425,2975,Male,
550,385,565,3370,Male,
255,225,225,1665,Male,
425,300,500,2675,Male,
425,345,475,2785,Male,
355,275,415,2305,Male,
205,120,285,1260,Female,
405,225,415,2305,Male,
405,296,475,2578,Male,
159.8625,93.7125,242.55,1614.39075,Female,
425,255,455,2495,Male,
365,245,475,2305,Male,
425,265,465,2535,Male,
400,185,465,2220,Male,
575,325,610,3310,Male,
275,205,340,1780,Male,
375,265,405,2325,Male,
300,245,315,1950,Male,
230,107.5,250,1262.5,Female,
265,200,300,1695,Male,
513.765,441,661.5,5826.77865,Male,
235,140,340.5,1465.5,Female,
455,350,525,2940,Male,
300,235,315,1920,Male,
429.975,319.725,429.975,4485.852,Male,
315,285,405,2205,Male,
405,275,475,2515,Male,
335,250,475,2230,Male,
375,100,315,1740,Male,
175,110,225,1080,Female,
225,225,315,1665,Male,
335,250,420,2175,Male,
205,100,235,1150,Female,
485,345,570,3060,Male,
625,385,700,3730,Male,
385,320,335,2450,Male,
452,353,474,2889,Male,
315,195,405,1935,Male,
355,255,455,2285,Male,
365,295,365,2345,Male,
300,227.5,475,2057.5,Male,
380,225,430,2245,Male,
455,365,475,2935,Male,
520,330,585,3135,Male,
500,245,475,2710,Male,
365,330,455,2540,Male,
405,405,405,2835,Male,
315,225,425,2045,Male,
145,85,125,815,Female,
215,130,220,1255,Female,
405,270,493,2518,Male,
303.1875,198.45,374.85,3088.708875,Male,
408,265,408,2427,Male,
295,205,385,1885,Male,
285,180,375,1770,Female,
130,100,200,890,Male,
380,210,480,2250,Male,
330,245,365,2090,Male,
265,150,325,1570,Male,
231.525,176.4,297.675,2504.54925,Male,
455,295,515,2765,Male,
352.8,264.6,396.9,3737.034,Male,
425,350,516,2841,Male,
475,315,450,2820,Male,
345,230,425,2150,Male,
95,65,105,585,Female,
365,345,405,2535,Male,
600.8625,363.825,518.175,5737.134375,Male,
240,133,315,1434,Female,
105,65,175,685,Female,
330,275,365,2180,Male,
35,95,155,545,Female,
180,110,235,1105,Female,
385,345,525,2715,Male,
400,305,415,2530,Male,
635,385,605,3665,Male,
325,190,345,1890,Male,
315,270,385,2140,Male,
225,125,315,1365,Female,
435,325,475,2755,Male,
280,190,345,1755,Male,
300,255,385,2050,Male,
355,190,385,2020,Female,
185,115,210,1110,Female,
405,280,415,2470,Male,
7.85714,6.07143,12.8571,54.64281,Female,
295,185,315,1755,Male,
238,163,313,1516,Female,
405,380,415,2770,Male,
315,255,405,2115,Male,
404,462,434,3032,Male,
405,255,455,2435,Male,
405,260,405,2400,Male,
178.605,202.86,313.11,2376.83565,Male,
375,295,520,2530,Male,
225,415,425,2345,Male,
215,245,365,1745,Male,
170.8875,110.25,198.45,1719.403875,Female,
65,65,135,525,Female,
315,245,365,2045,Male,
395,290,425,2480,Male,
125,126,125,878,Male,
305,230,330,1935,Male,
275,185,365,1745,Male,
415,215,470,2360,Male,
330,205,395,2000,Male,
355,300,365,2330,Male,
150,95,210,945,Female,
165,210,345,1470,Male,
205,155,225,1305,Female,
365,245,475,2305,Male,
185,95,165,1005,Female,
480,315,595,2980,Male,
232,177,272,1499,Male,
325,285,350,2180,Male,
305,265,325,2035,Male,
455,345,545,2945,Male,
335,275,385,2215,Male,
345,175,395,1955,Male,
450,300,475,2725,Male,
425,330,455,2720,Male,
479.5875,286.65,551.25,4696.594875,Male,
340,255,435,2220,Male,
365,325,415,2485,Male,
385,235,480,2340,Male,
315,202.5,365,1917.5,Male,
525.8925,315.315,575.505,5126.437575,Male,
410,282,495,2571,Male,
275,265,345,1965,Male,
248,193,282,1605,Female,
380.3625,319.725,435.4875,4222.960875,Male,
235,195,405,1695,Male,
270,150,345,1605,Female,
303.1875,148.8375,371.5425,2816.99775,Female,
195,85,135,975,Female,
391.3875,232.407,441,3815.728245,Male,
320,215,397,2002,Male,
200,192,240,1416,Male,
0,190,0,570,Male,
115,90,139,754,Female,
150,105,230,995,Female,
95,65,165,645,Female,
525,285,525,2955,Male,
0,260,0,780,Male,
330.75,209.475,407.925,3330.54225,Male,
220.5,176.4,297.675,2444.904,,
460,330,535,1325,Male,
315,275,315,905,Male,
330,235,475,1040,Male,
340,260,465,1065,Male,
345,215,450,1010,Male,
275,155,315,745,Male,
225,245,225,695,Male,
315,225,405,945,Male,
452.03,308.7,418.95,1179.68,Male,
455,315,545,1315,Male,
425,275,455,1155,Male,
245,175,265,685,Male,
102,102,102,306,Male,
355,275,385,1015,Male,
308.7,198.45,352.8,859.95,Male,
405,240,445,1090,Male,
365,205,360,930,Female,
320,210,370,900,Male,
455,315,455,1225,Male,
585,455,595,1635,Male,
615,335,655,1605,Male,
485,385,545,1415,Male,
501,405,475,1381,Male,
405,408,496,1309,Male,
452,292,502,1246,Male,
