Squat,Bench,Deadlift,Total,Gender
305,255,370,930,Male
245,125,225,595,Female
501,286,615,1402,Male
145,95,275,515,Female
225,165,300,690,Female
185,,288,473,Female
515,425,360,1300,Male
518,315,624,1457,Male
385,270,415,1070,Male
445,355,455,1255,Male
108,55,153,316,Female
53,36,105,194,Female
15,20,70,105,Female
61,32,93,186,Female
,45,65,110,Male
65,45,135,245,Male
160,80,205,445,Male
20,20,55,95,Female
,,60,60,Male
275,210,320,805,Male
200,160,255,615,Male
105,85,150,340,Male
50,20,90,160,Male
40,62,115,217,Female
24,20,57,101,Female
14,14,23,51,Male
190,90,205,485,Female
15,5,35,55,Female
495,315,980,1790,Male
15,17,35,67,Male
,,45,45,Male
150,90,235,475,Female
120,66,149,335,Female
95,66,135,296,Male
140,85,185,410,Female
85,49,95,229,Male
110,60,135,305,Male
295,185,405,885,Male
295,235,345,875,Male
85,70,100,255,Female
135,135,185,455,Male
55,35,85,175,Male
20,20,36,76,Male
50,45,105,200,Male
55,40,75,170,Male
35,35,65,135,Male
52,37,102,191,Male
,165,,165,Male
405,225,405,1035,Male
30,6,30,66,Female
145,58,145,348,Female
425,250,495,1170,Male
245,245,335,825,Male
365,205,445,1015,Male
305,225,405,935,Male
100,100,100,300,Male
180,133,215,528,Male
140,120,200,460,Male
315,225,385,925,Male
335,205,405,945,Male
185,135,245,565,Male
50,50,140,240,Male
210,140,220,570,Male
390,290,475,1155,Male
65,75,65,205,Female
35,15,135,185,Female
245,165,,410,Male
52,25,285,362,Male
25,25,25,75,Female
,,53,53,Female
,5,,5,Female
1,1,1,3,Female
45,45,75,165,Male
65,45,,110,Male
,10,,10,Female
